-6.048119120081899;-2.470726513734196;-2.8882405447241397;-2.7033487644315866
-6.843854088232608;-2.2070858865197005;-2.3361950847245576;-2.6253008260210486
-6.656397301338342;-2.378950127823237;-2.1360256811425105;-2.9280569133727954
-7.269028841675684;-2.439292008295639;-2.362844665065484;-2.5793752197169737
-6.3704788514127335;-2.7351639574124262;-2.250760649926016;-2.6708332406476476
-4.708071147496075;-1.9822112081743586;-2.0854472933931905;-1.672546224184829
-5.777285292097941;-2.909998185989137;-3.1585355841602465;-3.0961536678130557
-5.4793693474505085;-2.510187293440293;-2.366315770305226;-1.9821403130495678
-7.5490438758006;-2.260267161351778;-2.4376196962006316;-3.073290318769336
-2.657901607275553;0.1711066168960672;-0.9506636059425997;-0.7307866602502142;-1.1145404970966537;-0.4170628586811851;-0.11185651097517192;1.4378679394910998;-0.09080900977941321;-1.187285263840921
